Country Name,Country Code,Region,Income group,Year,Energy use (kg of oil equivalents per capita), Population ,CO2 emissions (metric tons per capita),Renewable energy consumption (% of energy),"GDP per capita, PPP",Electric power consumption (kWh per capita),Access to electricity (% of population),Forest area (% of land)
United Arab Emirates,ARE,Middle East & North Africa,High income,1997,11435.91135," 2,700,010 ",15.42443139,0.076355659,79158.20818,9820.333999,100,4.090397071
Iceland,ISL,Europe & Central Asia,High income,1997,8584.100499," 271,128 ",7.763336874,54.88195632,26784.23751,18957.83541,100,0.249276806
Kuwait,KWT,Middle East & North Africa,High income,1997,8566.77961," 1,715,314 ",32.01784571,0,59221.57848,13865.6829,100,0.248597072
Canada,CAN,North America,High income,1997,8034.414784," 29,987,200 ",16.51685906,21.31115038,25087.99726,16608.55298,100,38.26281738
United States,USA,North America,High income,1997,7828.581096," 272,657,000 ",19.69036318,4.514260299,31572.69023,12889.83228,100,33.10530754
Brunei Darussalam,BRN,East Asia & Pacific,High income,1997,7486.600991," 312,038 ",16.21744788,0,62779.1078,7620.866689,100,76.24288193
Luxembourg,LUX,Europe & Central Asia,High income,1997,7409.850995," 419,450 ",18.92729765,4.386336023,42826.4,15134.10418,100,
Finland,FIN,Europe & Central Asia,High income,1997,6276.951692," 5,139,835 ",11.66057821,28.82844554,21768.61326,14454.93873,100,73.12781116
Singapore,SGP,East Asia & Pacific,High income,1997,5818.349026," 3,796,038 ",15.39235856,0.431425659,36674.57374,6829.225629,100,24.40298564
Sweden,SWE,Europe & Central Asia,High income,1997,5672.008177," 8,846,062 ",5.89509852,35.620611,24452.64428,15410.69913,100,68.56021836
Belgium,BEL,Europe & Central Asia,High income,1997,5523.459164," 10,181,245 ",11.32885202,1.148478311,23916.49594,7701.612131,100,
Norway,NOR,Europe & Central Asia,High income,1997,5475.188739," 4,405,157 ",8.195307227,58.83887869,28592.09499,24326.03424,100,33.17973934
Australia,AUS,East Asia & Pacific,High income,1997,5469.599989," 18,517,000 ",16.51427321,9.080242836,22924.1264,9291.083869,100,16.75943402
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1997,5437.908808," 1,260,678 ",14.59030141,0.939534801,11145.82328,3638.518321,89.01682282,45.95126622
Netherlands,NLD,Europe & Central Asia,High income,1997,4835.741945," 15,610,650 ",11.42242905,1.507533301,25714.52247,6066.243238,100,10.53021327
Saudi Arabia,SAU,Middle East & North Africa,High income,1997,4422.53651," 19,505,576 ",11.08602602,0.009032332,33102.90243,5102.182063,,0.454484135
New Zealand,NZL,East Asia & Pacific,High income,1997,4258.756777," 3,781,300 ",8.204273662,27.6501627,19133.67978,9090.524423,100,37.95792106
Germany,DEU,Europe & Central Asia,High income,1997,4203.357367," 82,034,771 ",10.5111126,2.824421822,24633.18915,6427.798768,100,32.48187883
Czech Republic,CZE,Europe & Central Asia,High income,1997,4184.884684," 10,304,131 ",12.36529136,5.648484534,14723.83415,5660.060028,100,34.09602818
Russian Federation,RUS,Europe & Central Asia,Upper middle income,1997,4069.688778," 147,915,307 ",10.31678925,3.745987177,5697.327822,4935.621707,100,49.404129
France,FRA,Europe & Central Asia,High income,1997,4049.232508," 59,964,851 ",5.862811599,9.985453187,22231.18391,6833.136298,100,27.45440583
Japan,JPN,East Asia & Pacific,High income,1997,4041.16767," 126,057,000 ",9.525758078,4.072127493,25134.87872,7991.00407,100,68.30781679
Estonia,EST,Europe & Central Asia,High income,1997,4010.915768," 1,399,535 ",12.93833023,19.73990197,7838.447264,4811.598138,100,52.65156646
Denmark,DNK,Europe & Central Asia,High income,1997,3848.155844," 5,284,991 ",11.64768852,8.102729547,24914.31564,6607.201412,100,13.50011778
United Kingdom,GBR,Europe & Central Asia,High income,1997,3760.712365," 58,316,954 ",9.042720853,1.028479689,22931.91254,5831.957547,100,11.99189828
"Korea, Rep.",KOR,East Asia & Pacific,High income,1997,3726.157766," 45,953,580 ",9.35798162,0.676453174,15399.22659,4651.628883,100,65.44267155
Gibraltar,GIB,Europe & Central Asia,High income,1997,3624.46885," 30,594 ",9.588808263,0,,3530.103942,100,0
Austria,AUT,Europe & Central Asia,High income,1997,3550.404171," 7,968,041 ",7.863667996,24.8710509,25412.3676,6620.447862,100,46.25090703
Switzerland,CHE,Europe & Central Asia,High income,1997,3525.891301," 7,088,906 ",5.849483122,17.8231175,31797.87463,7341.612373,100,29.8808407
Slovak Republic,SVK,Europe & Central Asia,High income,1997,3361.884022," 5,383,291 ",7.625149374,3.853383866,10063.73558,5068.08939,100,39.94386796
Slovenia,SVN,Europe & Central Asia,High income,1997,3310.400633," 1,985,956 ",7.985964946,10.23270261,15263.89667,5434.662198,100,60.55114201
Ireland,IRL,Europe & Central Asia,High income,1997,3255.498451," 3,674,171 ",9.911617342,1.9007389,22615.14483,4976.632824,100,8.476846722
Oman,OMN,Middle East & North Africa,High income,1997,2998.061138," 2,249,773 ",6.883245999,0,30974.42441,2784.725392,,0.006462036
Libya,LBY,Middle East & North Africa,Upper middle income,1997,2951.234926," 5,117,269 ",8.789015195,2.122498808,,1803.110214,99.80625916,0.123327688
Israel,ISR,Middle East & North Africa,High income,1997,2881.128341," 5,836,000 ",9.575293523,5.697907803,21432.6212,5488.519534,100,6.779112613
Ukraine,UKR,Europe & Central Asia,Lower middle income,1997,2836.207598," 50,594,105 ",6.743789914,1.025039518,3396.057036,2958.585788,99.11013794,16.2927422
Italy,ITA,Europe & Central Asia,High income,1997,2834.402946," 56,890,372 ",7.566965198,4.831419767,23808.0153,4791.285246,100,27.66073852
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,1997,2750.017795," 4,355,114 ",7.031530518,0.002127215,3173.363085,1171.496314,99.44309998,8.782159045
Poland,POL,Europe & Central Asia,High income,1997,2643.123536," 38,649,660 ",9.043385427,5.982369508,8918.12767,3206.237778,100,29.40219925
Spain,ESP,Europe & Central Asia,High income,1997,2634.649128," 40,057,389 ",6.292802734,9.154295862,17860.60854,4324.420646,100,32.08936001
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,1997,2575.6706," 15,333,703 ",8.442824802,1.671015281,6593.64628,3173.793049,98.79408264,1.252768862
Hungary,HUN,Europe & Central Asia,High income,1997,2527.301626," 10,290,486 ",5.916811704,5.23053173,9817.886005,3188.381968,100,20.95991037
Belarus,BLR,Europe & Central Asia,Upper middle income,1997,2505.604626," 10,117,000 ",5.886700306,3.393372875,4757.614796,2953.049323,100,40.05669541
Bulgaria,BGR,Europe & Central Asia,Upper middle income,1997,2504.12268," 8,312,068 ",6.209849583,3.809662787,5688.676397,3970.131139,100,30.376933
Lithuania,LTU,Europe & Central Asia,High income,1997,2490.347643," 3,575,137 ",4.290482015,11.61951371,7069.959388,2727.727637,100,31.86821953
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1997,2489.169143," 43,657,024 ",8.844657689,17.10719134,7036.012869,4744.597341,67.8877945,7.617736524
Serbia,SRB,Europe & Central Asia,Upper middle income,1997,2299.904259," 7,596,501 ",,16.29905315,5566.194141,4291.317805,99.81654358,28.31008461
Greece,GRC,Europe & Central Asia,High income,1997,2282.137035," 10,661,259 ",7.852506913,7.8340383,17146.22985,3989.116107,100,27.2335136
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,1997,2150.671016," 23,110,178 ",5.797813976,13.81969294,11794.05538,2668.434661,98.30583954,56.70143416
Portugal,PRT,Europe & Central Asia,High income,1997,2083.487676," 10,108,977 ",5.250035785,24.54532332,15783.78761,3352.465833,100,36.84043609
Cyprus,CYP,Europe & Central Asia,High income,1997,2071.928384," 891,192 ",6.575312615,3.294070781,17857.16486,2866.946741,100,18.23160246
Malaysia,MYS,East Asia & Pacific,Upper middle income,1997,2064.468539," 21,565,325 ",5.788042285,6.705587222,12370.83164,2471.606618,96.23923492,66.43281084
Malta,MLT,Middle East & North Africa,High income,1997,2047.422745," 382,791 ",6.581212724,0,15130.21144,3827.153721,100,1.093749981
Romania,ROU,Europe & Central Asia,Upper middle income,1997,1989.994182," 22,553,978 ",4.993556835,15.74562215,5604.741278,2250.999801,100,27.7414717
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,1997,1899.613766," 23,667,000 ",4.530953691,1.442411416,1743.829737,1815.819496,99.41186523,7.432768929
Croatia,HRV,Europe & Central Asia,High income,1997,1866.664479," 4,572,000 ",4.1354007,29.21115068,9374.163518,2588.8014,100,33.48517328
Iraq,IRQ,Middle East & North Africa,Upper middle income,1997,1860.04355," 21,509,291 ",3.175784641,0.362383357,6264.923081,1355.693221,95.64836884,1.860667142
Latvia,LVA,Europe & Central Asia,High income,1997,1821.351986," 2,432,851 ",3.475799381,32.89142112,6484.570663,2056.435022,100,51.7814658
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,1997,1742.250719," 62,710,557 ",4.294228785,0.898423541,9588.487592,1337.988435,97.23764801,5.679646033
Lebanon,LBN,Middle East & North Africa,Upper middle income,1997,1697.791229," 3,092,670 ",5.059411124,4.701475792,9532.254987,2507.542027,99.0552063,12.8054741
Argentina,ARG,Latin America & Caribbean,High income,1997,1613.918988," 35,833,969 ",3.851202695,10.9990734,11688.7464,1838.897611,93.91067505,11.9633208
Chile,CHL,Latin America & Caribbean,High income,1997,1548.096389," 14,694,835 ",3.837728903,29.9535581,8655.296674,2082.228211,96.2409668,21.06526624
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,1997,1546.681614," 6,489,300 ",4.731448847,0.842976092,25399.07782,4968.486586,100,
Mexico,MEX,Latin America & Caribbean,Upper middle income,1997,1456.876383," 97,281,739 ",3.801014279,12.69977739,9357.263049,1486.2296,96.32950592,35.20008391
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1997,1444.319459," 7,838,250 ",3.803022741,1.989848785,2634.158631,1813.670143,97.81459045,10.40412377
North Macedonia,MKD,Europe & Central Asia,Upper middle income,1997,1343.626897," 1,999,599 ",5.318216302,15.90121,5219.020711,2995.100518,96.62821198,37.12937523
Jamaica,JAM,Latin America & Caribbean,Upper middle income,1997,1304.485379," 2,586,827 ",3.916736991,10.29331271,6180.549215,2156.696215,82.04279327,31.57987163
Gabon,GAB,Sub-Saharan Africa,Upper middle income,1997,1237.655866," 1,142,324 ",4.198840259,69.97319613,15651.81231,856.1493937,72.14369965,85.38052548
Turkey,TUR,Europe & Central Asia,Upper middle income,1997,1166.228816," 60,372,499 ",3.288501392,20.84128764,8621.996822,1439.976834,93.11096191,13.01235684
Thailand,THA,East Asia & Pacific,Upper middle income,1997,1158.85033," 60,863,506 ",3.054653145,21.24884266,7114.060248,1409.728188,83.95555115,31.53164124
Cuba,CUB,Latin America & Caribbean,Upper middle income,1997,1106.34863," 11,013,983 ",2.238025426,36.81811856,,1037.9533,95.75693512,21.61917972
Brazil,BRA,Latin America & Caribbean,Upper middle income,1997,1064.048038," 167,545,164 ",1.793828678,43.72510837,8559.118825,1758.874998,93.354139,63.28002552
Moldova,MDA,Europe & Central Asia,Lower middle income,1997,1059.243207," 3,654,208 ",1.942777204,3.85207263,1893.041787,1863.057604,97.29405212,9.796476306
Mongolia,MNG,East Asia & Pacific,Lower middle income,1997,951.8511621," 2,335,695 ",3.300102967,3.394397715,3349.007218,1057.929224,72.11123657,7.700185506
Jordan,JOR,Middle East & North Africa,Upper middle income,1997,933.0486084," 4,832,267 ",2.983826018,2.139881015,5196.468119,1163.842975,98.9,1.10494107
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,1997,913.8041316," 15,177,456 ",2.698765195,1.690534027,,914.0530534,86.34354401,2.252693438
Botswana,BWA,Sub-Saharan Africa,Upper middle income,1997,904.6869418," 1,637,635 ",1.710752396,43.99899594,7229.301359,967.8591383,21.07597923,22.74434103
Uruguay,URY,Latin America & Caribbean,High income,1997,880.6347275," 3,271,010 ",1.698406608,37.67648614,9820.782516,1731.575263,97.65092468,6.845674808
Paraguay,PRY,Latin America & Caribbean,Upper middle income,1997,877.0452402," 4,980,344 ",0.842320932,69.52088945,6683.340034,833.8781418,86.412854,50.09992252
China,CHN,East Asia & Pacific,Upper middle income,1997,871.7563238," 1,230,075,000 ",2.820567891,30.18348168,2277.206851,852.7406865,95.18453217,18.21882626
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,1997,828.5453019," 11,709,997 ",1.230371195,67.3858196,2281.742025,897.0113314,32.7745285,51.37650252
"Korea, Dem. People’s Rep.",PRK,East Asia & Pacific,Low income,1997,824.4626816," 22,335,638 ",,9.641619885,,736.9836492,6.504834175,60.73747947
Algeria,DZA,Middle East & North Africa,Upper middle income,1997,804.8663494," 29,886,839 ",2.922376836,0.472147669,7144.432581,572.9277693,98.90600586,0.674045036
Panama,PAN,Latin America & Caribbean,High income,1997,777.4148099," 2,853,941 ",1.978730464,37.03981096,7435.179959,1173.465044,78.44238281,66.16760697
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1997,748.6542491," 8,163,472 ",2.205103784,18.25113361,5489.194279,636.9838716,85.89459229,28.3937063
Georgia,GEO,Europe & Central Asia,Lower middle income,1997,725.5223321," 4,531,600 ",0.979139818,44.36379605,2218.56993,1278.135758,98.49276733,39.69074842
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1997,721.6874677," 11,924,993 ",1.539679646,16.54279275,5940.551255,656.1848716,92.22207642,50.56892068
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,1997,718.040385," 3,752,431 ",2.236886701,27.59825743,3240.458417,1378.572984,98.34786987,42.82226563
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,1997,712.571977," 1,148,284 ",1.740436164,36.44106497,7285.795332,1108.610762,99.43267059,20.52216741
Colombia,COL,Latin America & Caribbean,Upper middle income,1997,709.8216655," 38,645,411 ",1.679619011,25.80034772,6570.030955,895.8631595,93.01207733,56.40740128
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,1997,699.6506998," 113,522,705 ",0.372860927,85.55128917,2304.128846,81.95717324,39.81451416,15.77357578
Indonesia,IDN,East Asia & Pacific,Lower middle income,1997,691.002222," 202,826,465 ",1.373878882,47.08737494,4977.128221,331.2979891,80.3,58.04346334
Tunisia,TUN,Middle East & North Africa,Lower middle income,1997,666.8319098," 9,384,152 ",1.805725973,14.43762368,5080.017029,811.2613692,92,5.012873248
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,1997,651.0534998," 3,682,725 ",1.354192887,33.56391353,6887.385241,1373.167967,98.46755981,47.63807094
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,1997,623.4132699," 9,666,578 ",0.247335096,87.0073848,1597.314003,633.7299508,17.5337677,69.45721732
El Salvador,SLV,Latin America & Caribbean,Lower middle income,1997,620.2335819," 5,727,755 ",0.955842385,53.06236276,4125.700209,557.6355832,79.82542419,16.67471043
Armenia,ARM,Europe & Central Asia,Upper middle income,1997,594.2502057," 3,133,086 ",1.032302975,10.12011439,1843.378545,1509.055289,98.76902771,11.71759769
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,1997,587.0087273," 66,151,117 ",1.635681662,8.3447404,4950.82258,826.1236163,96.38163757,0.054749108
Namibia,NAM,Sub-Saharan Africa,Upper middle income,1997,586.3209312," 1,758,994 ",1.021510022,32.65573311,4558.558024,956.2283896,32.70234299,10.02198496
Bolivia,BOL,Latin America & Caribbean,Lower middle income,1997,560.8141682," 7,870,855 ",1.390233717,32.76115986,3264.947037,391.5711825,67.330431,56.21914448
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,1997,552.1797547," 4,696,400 ",1.194640576,28.74945786,1464.04839,1802.870284,99.8,4.440719398
Guatemala,GTM,Latin America & Caribbean,Upper middle income,1997,525.559915," 10,887,634 ",0.697858139,65.30400269,4342.307293,240.5481301,69.01432037,40.78014184
Honduras,HND,Latin America & Caribbean,Lower middle income,1997,513.7302405," 6,028,882 ",0.689742808,65.38147506,2465.379504,415.1681854,64.794754,61.80355881
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,1997,503.0447245," 4,786,640 ",0.65653966,62.73374862,2363.708458,352.857119,71.17819977,33.43859066
Philippines,PHL,East Asia & Pacific,Lower middle income,1997,500.837832," 73,064,764 ",0.973904945,33.79991123,3181.792568,462.0558276,70.20648956,23.0921954
Ethiopia,ETH,Sub-Saharan Africa,Low income,1997,475.7109343," 60,976,450 ",0.050034792,96.22085637,473.0373687,23.82887164,4.427456856,14.1277002
Pakistan,PAK,South Asia,Lower middle income,1997,448.0860414," 129,086,987 ",0.73370119,51.93672445,2555.197132,362.9955357,70.81347656,2.904862039
Angola,AGO,Sub-Saharan Africa,Lower middle income,1997,442.781325," 15,088,981 ",0.489209377,73.73441595,2896.923071,68.32800704,19.55867577,48.20919101
Peru,PER,Latin America & Caribbean,Upper middle income,1997,440.5580269," 24,827,406 ",1.106713726,31.73988848,4982.705616,606.7488484,69.16024,59.90562744
Kenya,KEN,Sub-Saharan Africa,Lower middle income,1997,440.5252393," 28,954,114 ",0.2854661,79.53796915,1645.059636,127.4084919,12.28376484,6.864919172
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,1997,411.9778845," 14,165,423 ",0.227028801,84.57694782,1878.477688,177.6155926,38.51195908,48.18176049
India,IND,South Asia,Lower middle income,1997,398.7705197," 997,405,318 ",0.92007238,52.4880731,1657.408855,376.8006779,54.71347427,21.84680401
Ghana,GHA,Sub-Saharan Africa,Lower middle income,1997,397.3222044," 17,608,812 ",0.36151854,78.33904479,1618.589629,393.3825859,38.48272324,38.78175438
Mozambique,MOZ,Sub-Saharan Africa,Low income,1997,394.6979499," 16,701,351 ",0.067405864,92.64444257,374.1014602,53.46872837,6.6,53.21218749
Sudan,SDN,Sub-Saharan Africa,Lower middle income,1997,392.2949236," 25,410,451 ",0.169602368,80.54021327,1641.57077,42.52712512,30.082798,
Albania,ALB,Europe & Central Asia,Upper middle income,1997,384.5949583," 3,148,281 ",0.49036506,55.95334942,2717.364859,694.6648028,100,28.29014688
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,1997,382.4350223," 15,445,986 ",0.490010026,72.13514374,2302.720142,168.5227476,44.45660019,32.37798804
Togo,TGO,Sub-Saharan Africa,Low income,1997,381.6993127," 4,534,551 ",0.217534878,79.5610582,1019.854814,104.5307463,12.25247669,10.03309454
Sri Lanka,LKA,South Asia,Lower middle income,1997,376.9289159," 18,476,505 ",0.412218599,65.90127563,3675.037128,229.7512435,64.74060822,35.39467545
Morocco,MAR,Middle East & North Africa,Lower middle income,1997,363.5509233," 27,825,901 ",1.14506851,17.5216153,3181.023226,450.0123823,63.47954178,11.16132602
Tajikistan,TJK,Europe & Central Asia,Low income,1997,360.7866967," 5,934,282 ",0.362727791,56.82428608,792.4931246,2047.762476,98.00605774,2.92512142
Tanzania,TZA,Sub-Saharan Africa,Low income,1997,356.1152399," 31,635,251 ",0.091109187,92.74786901,1059.142265,55.0335447,7.62852478,59.96839016
