Country Name,Country Code,Region,Income group,Year,Energy use (kg of oil equivalents per capita), Population ,CO2 emissions (metric tons per capita),Renewable energy consumption (% of energy),"GDP per capita, PPP",Electric power consumption (kWh per capita),Access to electricity (% of population),Forest area (% of land)
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2003,," 9,767 ",1.126343811,0,2612.033919,,95.07933807,33.33333333
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2003,," 52,116 ",1.618332182,18.56207064,2633.42782,,72.80527496,70.22222413
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2003,," 106,816 ",1.338872454,1.024228913,2748.333305,,51.75137711,91.34285518
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2003,," 3,154,969 ",0.405640436,21.68427986,3303.082094,,99.1,1.516611315
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2003,," 460,147 ",0.669412166,35.25027922,3412.642078,,62.60014725,20.59305158
Bhutan,BTN,South Asia,Lower middle income,2003,," 623,434 ",0.605839592,91.91666116,3524.926753,,41.1,66.22588038
Guyana,GUY,Latin America & Caribbean,Upper middle income,2003,," 751,857 ",2.082588843,43.40329429,3956.679742,,76.2420578,84.37896876
Tonga,TON,East Asia & Pacific,Upper middle income,2003,," 99,789 ",1.175921194,2.012778373,4154.366027,,87.40055084,12.5
Samoa,WSM,East Asia & Pacific,Upper middle income,2003,," 177,662 ",0.866893314,44.57921311,4162.730362,,90.23896027,60.42402827
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2003,," 1,087,392 ",0.957730055,49.77487753,5243.645711,,30.21496391,30.91860394
Fiji,FJI,East Asia & Pacific,Upper middle income,2003,," 816,628 ",1.284259173,45.82400906,5917.528964,,80,54.21620303
Belize,BLZ,Latin America & Caribbean,Upper middle income,2003,," 269,130 ",1.607795489,30.17495297,6474.721507,,90.10482788,62.85138162
Dominica,DMA,Latin America & Caribbean,Upper middle income,2003,," 70,093 ",1.674118671,10.53800289,7091.105035,,84.96186066,62.03999837
Montenegro,MNE,Europe & Central Asia,Upper middle income,2003,," 612,267 ",,,7332.742894,,99.46105957,46.54275093
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2003,," 108,350 ",1.827577296,5.63254121,7355.446827,,83.91390991,66.66666667
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2003,," 160,973 ",2.232461344,2.442862305,8834.552612,,90.75736237,34.45901714
Maldives,MDV,South Asia,Upper middle income,2003,," 302,209 ",1.674490171,1.970024525,8917.807613,,88.90831757,3.333333333
Grenada,GRD,Latin America & Caribbean,Upper middle income,2003,," 102,375 ",2.113338217,10.4121339,8922.685347,,86.96790314,49.97058756
Palau,PLW,East Asia & Pacific,High income,2003,," 19,700 ",12.84380711,0,10787.51861,,98.39520264,87.000001
Barbados,BRB,Latin America & Caribbean,High income,2003,," 272,258 ",4.660219351,9.947794351,12955.08891,,100,14.65116323
Seychelles,SYC,Sub-Saharan Africa,High income,2003,," 82,781 ",6.644640678,0.525150049,14134.48392,,94.92346954,88.4130395
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2003,," 87,293 ",4.620874526,0,15479.22185,,91.25423431,22.45454572
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2003,," 694,611 ",8.663189901,14.82639985,17823.75329,,63.25566483,60.89839398
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2003,," 47,306 ",4.185896081,26.61720767,17956.82831,,94.37955475,42.30769231
"Bahamas, The",BHS,Latin America & Caribbean,High income,2003,," 315,746 ",4.808098915,1.688629142,27194.14815,,96.75839996,51.44855145
Puerto Rico,PRI,Latin America & Caribbean,High income,2003,," 3,826,095 ",,1.086184555,27829.25113,,100,51.60766739
Aruba,ABW,Latin America & Caribbean,High income,2003,," 97,017 ",26.42045209,0.184549671,31318.03675,,92.0230484,2.33333326
"Macao SAR, China",MAC,East Asia & Pacific,High income,2003,," 460,147 ",3.331122446,23.42081195,41266.82439,,100,
Bermuda,BMU,North America,High income,2003,," 63,325 ",8.859865772,0,45797.32036,,100,18.51851819
Cayman Islands,CYM,Latin America & Caribbean,High income,2003,," 46,028 ",10.75530112,0,48900.83388,,100,52.91666587
San Marino,SMR,Europe & Central Asia,High income,2003,," 28,494 ",,,67263.56046,,100,0
Andorra,AND,Europe & Central Asia,High income,2003,," 73,182 ",7.315760706,16.91230759,,,100,34.04255319
American Samoa,ASM,East Asia & Pacific,Upper middle income,2003,," 59,117 ",,0,,,,89.75000382
Channel Islands,CHI,Europe & Central Asia,High income,2003,," 152,038 ",,,,,100,4.040404256
Djibouti,DJI,Middle East & North Africa,Lower middle income,2003,," 758,615 ",0.555888033,32.8812777,,,55.71118546,0.241587571
Faroe Islands,FRO,Europe & Central Asia,High income,2003,," 47,974 ",15.28744737,3.106530723,,,100,0.057306586
Greenland,GRL,Europe & Central Asia,High income,2003,," 56,765 ",9.366951467,13.63657202,,,100,0.000535997
Guam,GUM,East Asia & Pacific,High income,2003,," 157,714 ",,0,,,100,46.2962963
Isle of Man,IMN,Europe & Central Asia,High income,2003,," 74,587 ",,1.115115245,,,100,6.070175506
Liechtenstein,LIE,Europe & Central Asia,High income,2003,," 34,321 ",,,,,100,43.1250006
St. Martin (French part),MAF,Latin America & Caribbean,High income,2003,," 27,363 ",,,,,56.98949432,18.38235294
Monaco,MCO,Europe & Central Asia,High income,2003,," 32,933 ",,,,,100,
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2003,," 67,422 ",,0,,,100,68.41304199
New Caledonia,NCL,East Asia & Pacific,High income,2003,," 225,296 ",12.15844489,4.593063065,,,100,45.89715536
Nauru,NRU,East Asia & Pacific,Upper middle income,2003,," 10,106 ",6.531367504,0,,,99.7486496,0
French Polynesia,PYF,East Asia & Pacific,High income,2003,," 248,499 ",3.09888571,7.228951726,,,100,32.78688525
Somalia,SOM,Sub-Saharan Africa,Low income,2003,," 9,836,397 ",0.060393455,92.80168464,,,9.885855675,11.61188526
South Sudan,SSD,Sub-Saharan Africa,Low income,2003,," 7,501,642 ",,,,,0.01,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,2003,," 31,472 ",,,,,100,
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,2003,," 23,410 ",4.385988894,0.591969664,,,92.98165894,36.21052792
British Virgin Islands,VGB,Latin America & Caribbean,High income,2003,," 22,000 ",5.5005,0.967126059,,,,24.40000057
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,2003,," 108,506 ",,0,,,100,55.51428659
Qatar,QAT,Middle East & North Africa,High income,2004,21959.43626," 758,855 ",56.59083356,0,100426.5461,16231.03228,100,0
Curacao,CUW,Latin America & Caribbean,High income,2004,16180.823," 134,192 ",,0.266028625,,7571.241207,100,
Bahrain,BHR,Middle East & North Africa,High income,2004,10894.96269," 829,848 ",21.10015931,0,37399.84481,18982.99448,100,0.589041106
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2004,10876.63721," 1,290,535 ",25.90556552,0.625189963,21572.51352,4697.276711,94.62335205,44.97465911
Kuwait,KWT,Middle East & North Africa,High income,2004,10583.84403," 2,207,939 ",28.77545168,0,75528.22353,16629.98842,100,0.303591462
Iceland,ISL,Europe & Central Asia,High income,2004,10524.2507," 292,074 ",7.683682902,61.80698855,35332.64437,28215.45225,100,0.34872817
United Arab Emirates,ARE,Middle East & North Africa,High income,2004,10238.10089," 4,087,931 ",27.70120802,0.100562138,84604.3423,11902.35354,100,4.387496566
Luxembourg,LUX,Europe & Central Asia,High income,2004,9387.437104," 458,095 ",24.5990264,1.362008875,64074.50515,16300.11242,100,35.67901109
Canada,CAN,North America,High income,2004,8441.184873," 31,995,000 ",17.25891114,21.58139664,33754.86956,17235.41178,100,38.22739377
United States,USA,North America,High income,2004,7881.578642," 292,805,298 ",19.65837118,5.477656518,41921.80976,13388.58971,100,33.23679016
Singapore,SGP,East Asia & Pacific,High income,2004,7370.652877," 4,166,664 ",6.833825574,0.525078849,50918.82248,8314.325321,100,23.73004357
Finland,FIN,Europe & Central Asia,High income,2004,7134.854209," 5,228,172 ",12.83267498,31.08881395,31129.29964,16777.56585,100,72.89602545
Brunei Darussalam,BRN,East Asia & Pacific,High income,2004,6388.214384," 359,523 ",13.90208971,0,72411.57528,8594.721339,100,74.11764822
Sweden,SWE,Europe & Central Asia,High income,2004,5847.344163," 8,993,531 ",6.062241404,35.82331248,33540.01951,15420.97314,100,68.74055661
Norway,NOR,Europe & Central Asia,High income,2004,5769.326707," 4,591,910 ",9.287466436,56.87160659,42501.62478,24214.10698,100,33.11813668
Australia,AUS,East Asia & Pacific,High income,2004,5598.088178," 20,127,400 ",17.02651535,6.680425721,31311.63694,10554.81582,100,16.64618669
Belgium,BEL,Europe & Central Asia,High income,2004,5592.98875," 10,421,137 ",10.66129022,2.02423789,32249.49946,8576.223497,100,22.2199474
Saudi Arabia,SAU,Middle East & North Africa,High income,2004,5157.480362," 23,228,890 ",17.04060396,0.008721059,38293.23543,6326.087902,100,0.454484135
Netherlands,NLD,Europe & Central Asia,High income,2004,5085.885701," 16,281,779 ",11.352269,2.239479432,35428.39431,6882.970221,100,10.78199052
Gibraltar,GIB,Europe & Central Asia,High income,2004,4579.382995," 31,896 ",12.07157637,0,,4138.449962,100,0
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2004,4493.695387," 144,067,054 ",11.12062698,3.554391407,10231.42645,5633.855746,100,49.37881267
Czech Republic,CZE,Europe & Central Asia,High income,2004,4460.259931," 10,197,101 ",11.4518445,7.114114965,20806.60891,6230.398228,100,34.23505048
"Korea, Rep.",KOR,East Asia & Pacific,High income,2004,4332.667741," 48,082,519 ",10.03018386,0.770203659,22947.22316,7390.794147,100,64.67258932
France,FRA,Europe & Central Asia,High income,2004,4301.737225," 62,704,895 ",6.120078568,8.887711893,29044.39611,7661.49118,100,28.75739377
New Zealand,NZL,East Asia & Pacific,High income,2004,4239.645749," 4,087,500 ",8.453612477,30.55535317,25085.5015,9666.299694,100,38.63962704
Germany,DEU,Europe & Central Asia,High income,2004,4114.389928," 82,516,260 ",9.898682369,5.825244433,31428.63064,7108.962524,100,32.62321874
Japan,JPN,East Asia & Pacific,High income,2004,4078.210542," 127,761,000 ",9.909203497,4.013757492,30361.81497,8393.257723,100,68.37640389
Austria,AUT,Europe & Central Asia,High income,2004,4007.569904," 8,171,966 ",8.858363703,23.2193673,33755.14293,7808.157792,100,46.60208165
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2004,3915.202796," 4,703,398 ",9.89530633,0.075111705,5010.761804,1913.722802,99.5998764,8.782159045
Estonia,EST,Europe & Central Asia,High income,2004,3893.395472," 1,362,550 ",12.68399031,19.98714552,14424.5942,5429.525522,100,53.08327321
United Kingdom,GBR,Europe & Central Asia,High income,2004,3694.478595," 59,987,905 ",8.989140127,1.13725833,31732.9523,6138.754137,100,12.43169552
Oman,OMN,Middle East & North Africa,High income,2004,3602.624562," 2,444,751 ",11.44760509,0,35843.88055,3830.655965,,0.006462036
Denmark,DNK,Europe & Central Asia,High income,2004,3597.172961," 5,404,523 ",9.362701019,14.44906977,32920.47703,6615.569959,100,13.27504148
Slovenia,SVN,Europe & Central Asia,High income,2004,3571.194865," 1,997,012 ",7.884828934,15.41055212,22785.02008,6830.705073,100,61.61866932
Ireland,IRL,Europe & Central Asia,High income,2004,3558.085941," 4,070,262 ",10.75163663,2.313448594,38683.01724,6168.398988,100,9.912323782
Switzerland,CHE,Europe & Central Asia,High income,2004,3530.578345," 7,389,625 ",5.46256894,18.64231442,39184.01884,8205.829119,100,30.67813827
Slovak Republic,SVK,Europe & Central Asia,High income,2004,3416.24785," 5,372,280 ",7.212801455,6.247301565,15193.61838,5097.835556,100,40.12058314
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2004,3383.074452," 15,012,985 ",11.52689249,1.888490886,12705.43385,3859.192559,99.18939972,1.238137607
Spain,ESP,Europe & Central Asia,High income,2004,3238.502447," 42,921,895 ",7.908050681,8.032087626,26189.45552,5892.307411,100,34.49869896
Italy,ITA,Europe & Central Asia,High income,2004,3169.932642," 57,685,327 ",8.216487201,5.935948542,29457.89097,5687.997573,100,29.513157
Libya,LBY,Middle East & North Africa,Upper middle income,2004,3144.408379," 5,704,759 ",8.827526456,1.865917485,20392.47615,3109.158511,99.06674194,0.123327688
Seychelles,SYC,Sub-Saharan Africa,High income,2004,3103.9709," 82,475 ",8.936853592,0.402888851,14161.5154,,95.25106049,88.4130395
Ukraine,UKR,Europe & Central Asia,Lower middle income,2004,3031.499549," 47,451,600 ",7.236767886,1.189750498,6042.184784,3151.147696,99.53910828,16.50498844
Israel,ISR,Middle East & North Africa,High income,2004,2821.996916," 6,809,000 ",8.667993097,6.713898323,25228.08697,6525.921574,100,7.144177731
Lithuania,LTU,Europe & Central Asia,High income,2004,2779.195902," 3,377,075 ",3.922093528,18.06680328,13031.46174,3196.849344,100,33.51627391
Belarus,BLR,Europe & Central Asia,Upper middle income,2004,2752.759003," 9,730,146 ",5.977157999,5.655517318,8795.014046,3174.053092,100,41.43484242
Greece,GRC,Europe & Central Asia,High income,2004,2711.46679," 10,955,141 ",8.867967195,7.539981331,25446.38326,5200.024354,100,28.87354576
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2004,2662.483456," 48,247,395 ",9.330795766,16.76079749,8940.66793,4498.97865,80.9,7.617736524
Hungary,HUN,Europe & Central Asia,High income,2004,2579.291721," 10,107,146 ",5.684910755,4.628674222,16251.38085,3680.168467,100,21.97946941
Portugal,PRT,Europe & Central Asia,High income,2004,2462.985059," 10,483,861 ",6.02313785,19.86932538,21483.3193,4533.539695,100,36.1245891
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2004,2440.69816," 7,716,860 ",6.064891808,9.601410312,9122.825057,3971.822736,100,33.06178787
Serbia,SRB,Europe & Central Asia,Upper middle income,2004,2424.404444," 7,463,157 ",,14.86537169,8064.475356,4258.251568,99.68743897,28.31008461
Malaysia,MYS,East Asia & Pacific,Upper middle income,2004,2407.062947," 25,174,109 ",6.507753343,5.169039721,15507.31565,2986.322177,97.813591,64.00912865
Poland,POL,Europe & Central Asia,High income,2004,2383.05568," 38,182,222 ",7.97271581,7.310031005,13345.87962,3416.118632,100,29.94091276
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2004,2234.88176," 69,617,100 ",6.42136251,0.73776094,13205.62327,1990.301233,98.19033814,6.396718809
Croatia,HRV,Europe & Central Asia,High income,2004,2163.357964," 4,439,000 ",5.040782609,26.58523781,14070.29807,3325.523767,100,33.94210194
Cyprus,CYP,Europe & Central Asia,High income,2004,2161.633396," 1,010,410 ",7.258439643,3.304328057,26082.75964,3946.912639,100,18.67965434
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,2004,2142.998056," 26,327,225 ",5.763354322,13.75637703,11891.62467,2761.589951,98.51226044,54.41936575
Malta,MLT,Middle East & North Africa,High income,2004,2066.583929," 401,268 ",6.415248662,0.119495426,21401.10282,4797.292583,100,1.093749981
"Bahamas, The",BHS,Latin America & Caribbean,High income,2004,2058.748752," 322,526 ",5.343724227,1.704699774,27596.02551,,97.13132477,51.44855145
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2004,1964.132097," 25,864,350 ",4.879862552,1.853285428,2503.279375,1765.480285,99.73215485,7.706628825
Latvia,LVA,Europe & Central Asia,High income,2004,1961.104616," 2,263,122 ",3.271442282,36.11247547,12214.41323,2607.45996,100,52.82976393
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2004,1905.927628," 1,364,205 ",3.435279888,85.77170893,14520.14845,908.9542994,78.96468353,85.38052548
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2004,1872.470259," 6,783,500 ",6.148515958,0.753486432,33016.75237,5782.560625,100,
Romania,ROU,Europe & Central Asia,Upper middle income,2004,1803.463242," 21,451,748 ",4.517307494,17.27532124,9131.091692,2295.570505,100,27.76521739
Chile,CHL,Latin America & Caribbean,High income,2004,1722.289492," 15,973,778 ",3.742118302,31.43409229,11831.31005,3072.347694,97.87049103,21.51945003
Argentina,ARG,Latin America & Caribbean,High income,2004,1717.650525," 38,728,696 ",4.06905838,8.348045534,12430.71372,2279.29182,96.47068024,11.15245087
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2004,1584.290509," 47,971 ",4.433636989,22.22038776,18933.14715,,94.81939697,42.30769231
Mexico,MEX,Latin America & Caribbean,Upper middle income,2004,1562.085315," 106,995,583 ",4.124551403,10.21329275,11506.78254,1882.395463,98.597701,34.58813322
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2004,1539.230121," 8,306,500 ",3.863229639,3.070784463,5551.448842,2281.947872,99.05349731,10.59754179
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2004,1529.623713," 88,257 ",4.778147909,0,16633.54446,,91.63976288,22.36363671
Thailand,THA,East Asia & Pacific,Upper middle income,2004,1481.414599," 65,002,231 ",3.741227066,20.02466822,9604.710478,1827.044983,91.30254364,31.870266
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2004,1377.513076," 2,728,777 ",3.910532081,11.47821437,7235.120884,2376.888987,87.72522736,31.35180134
Barbados,BRB,Latin America & Caribbean,High income,2004,1373.168651," 273,091 ",4.739998755,9.929891519,13457.42101,,100,14.65116323
Lebanon,LBN,Middle East & North Africa,Upper middle income,2004,1368.52902," 3,863,267 ",4.348269742,6.516104916,10735.0919,2847.848725,99.9,13.23558103
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2004,1335.124088," 2,057,047 ",5.440655464,18.20220959,7080.120182,3143.340915,98.21151733,38.20684135
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2004,1271.830993," 3,781,287 ",4.128334876,20.10019147,6172.578892,2311.382342,99.1321106,42.67578125
China,CHN,East Asia & Pacific,Upper middle income,2004,1268.132904," 1,296,075,000 ",4.037990651,20.24947926,4455.205022,1585.838782,97.44321442,20.22059245
Turkey,TUR,Europe & Central Asia,Upper middle income,2004,1204.721939," 67,007,855 ",3.364105462,16.77239302,10864.43918,1891.927446,96.7309494,13.72893494
Kosovo,XKX,Europe & Central Asia,Lower middle income,2004,1176.064254," 1,704,622 ",,24.13409365,5457.172635,2111.318521,95.70751953,
Brazil,BRA,Latin America & Caribbean,Upper middle income,2004,1136.968243," 184,738,458 ",1.828671981,45.38996097,10401.84334,1948.408598,96.765107,60.97552805
Jordan,JOR,Middle East & North Africa,Upper middle income,2004,1123.291895," 5,535,595 ",3.475823105,1.828625919,7245.386276,1564.420808,99.17343682,1.10494107
Suriname,SUR,Latin America & Caribbean,Upper middle income,2004,1117.535401," 493,630 ",3.164601017,25.99535856,9965.641005,2593.035269,94.62218475,98.55769231
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2004,1051.299845," 724,817 ",7.199253053,12.3169889,24219.66767,,63.52836227,60.48484761
Mongolia,MNG,East Asia & Pacific,Lower middle income,2004,1041.512204," 2,496,832 ",3.424917656,5.744707055,4921.366946,1195.915464,75.3997879,7.331419324
Cuba,CUB,Latin America & Caribbean,Upper middle income,2004,1000.961752," 11,266,941 ",2.21934889,33.77568403,,1173.610477,98.28649139,24.85292827
Iraq,IRQ,Middle East & North Africa,Upper middle income,2004,991.813307," 26,316,609 ",4.335058404,0.360068906,9239.309726,1202.130563,97.10668945,1.883073772
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2004,988.6537694," 1,829,330 ",2.130846266,32.12284439,9490.597083,1428.391816,35.39823532,21.28244559
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2004,970.9179801," 17,806,638 ",2.869902336,2.602215279,,1399.197311,91.43141174,2.47970808
Algeria,DZA,Middle East & North Africa,Upper middle income,2004,948.2381886," 32,831,096 ",2.69593129,0.441740736,10176.67563,800.7043079,98.83078766,0.64851746
Moldova,MDA,Europe & Central Asia,Lower middle income,2004,936.9660192," 3,603,945 ",1.263730162,4.850144156,2647.756644,1960.906729,99.1,10.80292008
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2004,923.5660149," 4,187,038 ",1.655258443,39.49662543,9289.503317,1694.754144,98.954779,48.33529181
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2004,919.7979039," 1,221,003 ",2.53175545,19.08307442,10664.05114,1614.246648,98.92108154,19.18226533
"Korea, Dem. People’s Rep.",PRK,East Asia & Pacific,Low income,2004,863.7915981," 23,729,498 ",3.049253044,9.37285777,,779.6203696,18.29492378,53.36599788
Uruguay,URY,Latin America & Caribbean,High income,2004,863.1011258," 3,324,096 ",1.687830315,38.31793557,10421.03573,1928.945494,98.3061142,8.521197605
Tunisia,TUN,Middle East & North Africa,Lower middle income,2004,844.7863915," 10,017,601 ",2.225984744,13.9206085,7400.072075,1035.078159,99,5.78913507
Fiji,FJI,East Asia & Pacific,Upper middle income,2004,813.8287343," 818,354 ",1.653469037,38.95259112,6388.993904,,80.95292664,54.40065815
Maldives,MDV,South Asia,Upper middle income,2004,805.3526962," 310,423 ",2.149950229,1.526533676,9458.807576,,90.03916168,3.333333333
Panama,PAN,Latin America & Caribbean,High income,2004,799.2761063," 3,269,541 ",1.775436063,33.37902219,9785.957928,1424.053101,83.68785095,64.55474845
Indonesia,IDN,East Asia & Pacific,Lower middle income,2004,789.9269918," 223,614,649 ",1.509898209,41.42415303,5647.24128,473.6764808,89.01,54.1891279
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2004,748.3413177," 135,393,616 ",0.77037715,83.96670102,3425.934594,123.5656488,46.42185211,12.62514094
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2004,739.5948253," 162,251 ",2.192276165,2.538666823,9658.684189,,91.2123642,34.36065424
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2004,730.1328578," 6,000,775 ",1.060848307,47.38962809,5009.562946,692.7438539,87.357045,15.13513543
Grenada,GRD,Latin America & Caribbean,Upper middle income,2004,720.8541147," 102,656 ",2.000389651,10.54073749,9083.742692,,87.29773712,49.97058756
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,2004,717.1200244," 12,777,511 ",0.74243951,81.58156175,1707.489061,805.0081115,34.48138046,45.45948042
Albania,ALB,Europe & Central Asia,Upper middle income,2004,715.4144831," 3,026,939 ",1.376212735,35.93586809,5422.770252,1797.525487,100,28.45912516
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2004,701.889988," 5,703,740 ",0.716846315,66.73328349,6917.880004,828.2284957,93.249876,46.95091772
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2004,699.9301119," 75,381,899 ",2.001962275,7.543858321,6731.070564,1171.169753,98.10134888,0.065698932
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2004,698.7314509," 9,102,998 ",2.011351755,20.54181092,7208.898739,1112.600486,90.316567,33.50859137
Armenia,ARM,Europe & Central Asia,Upper middle income,2004,698.1092524," 3,000,612 ",1.214751524,8.707900134,4031.947204,1440.372831,99.17969513,11.66842333
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2004,662.3376614," 13,509,647 ",2.150041892,15.97197196,7169.972305,829.111227,94.79255676,54.01018573
Georgia,GEO,Europe & Central Asia,Lower middle income,2004,655.0068316," 4,245,000 ",1.018467138,54.53065395,3795.634816,1678.680801,98.97354126,39.86357918
Guyana,GUY,Latin America & Caribbean,Upper middle income,2004,637.2629887," 751,652 ",2.16609282,44.48829047,4130.161251,,76.77376556,84.35864872
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2004,608.7104102," 2,009,228 ",0.976417311,32.10709648,6250.797544,1380.132071,39.46005631,9.395474493
Colombia,COL,Latin America & Caribbean,Upper middle income,2004,608.5252039," 42,724,163 ",1.288989699,29.16461133,7680.0456,898.3441057,94.94800568,54.54779743
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2004,607.9643328," 108,559 ",2.026732007,5.855931473,7856.665659,,85.20166779,66.66666667
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2004,606.2475946," 12,796,925 ",0.908087138,57.5529303,5359.663117,482.5377972,77.12960053,37.25270623
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2004,604.1793779," 11,731,746 ",0.182853857,89.50472861,2051.607433,674.5798963,20.3,67.88845904
Tonga,TON,East Asia & Pacific,Upper middle income,2004,567.6951577," 100,406 ",1.095651654,2.148452529,4227.460214,,88.05297852,12.5
Belize,BLZ,Latin America & Caribbean,Upper middle income,2004,561.4131675," 276,089 ",1.421168536,32.01770938,6786.503036,,90.18335724,62.47610504
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2004,556.8997964," 52,074 ",1.690056458,18.39799059,2711.232218,,74.28559876,70.22222413
Dominica,DMA,Latin America & Caribbean,Upper middle income,2004,554.1425709," 70,379 ",1.615211924,9.992137618,7477.855189,,86.33203125,61.67999776
Honduras,HND,Latin America & Caribbean,Lower middle income,2004,545.8229441," 7,204,153 ",1.022605017,48.19214213,3078.01306,544.824631,67.113528,52.83760837
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2004,531.0778935," 8,967,741 ",1.239406557,24.50797649,3946.708545,452.1763062,76.05091858,54.46819758
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2004,530.303484," 5,309,703 ",0.833581276,53.7840863,3150.697993,396.632354,74.81852722,29.36679408
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2004,516.6769291," 17,997,738 ",0.425832957,75.51890533,2317.614362,173.1328681,51.69551468,32.67169689
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2004,497.8686309," 5,104,700 ",1.150808862,27.71435479,2071.417492,1417.908986,99.54714203,4.52085493
Pakistan,PAK,South Asia,Lower middle income,2004,489.3707467," 150,780,300 ",0.872801659,47.5096912,3282.315892,429.1077813,80.98051453,2.522831114
Ethiopia,ETH,Sub-Saharan Africa,Low income,2004,482.1302093," 74,624,405 ",0.070957323,94.65854624,580.9214739,30.62000963,15.45907593,13.141
Peru,PER,Latin America & Caribbean,Upper middle income,2004,472.0662714," 27,273,194 ",1.169484073,32.60697896,6240.731544,802.8395941,75.692357,59.10296631
Vietnam,VNM,East Asia & Pacific,Lower middle income,2004,466.524689," 83,527,678 ",1.084062591,45.98952382,2757.24085,481.2656231,90.67808533,41.30357661
Morocco,MAR,Middle East & North Africa,Lower middle income,2004,464.6797961," 30,179,285 ",1.435121375,23.50541791,4530.82369,610.9820031,78.2,11.91888842
Angola,AGO,Sub-Saharan Africa,Lower middle income,2004,462.1575455," 18,865,716 ",0.996165478,65.49306462,3949.493773,87.03618776,27.00970078,47.50846297
Philippines,PHL,East Asia & Pacific,Lower middle income,2004,458.0782868," 84,678,493 ",0.87467388,31.31318902,4008.678642,575.4707987,77.58869171,23.69319549
Sri Lanka,LKA,South Asia,Lower middle income,2004,454.1492189," 19,372,538 ",0.634873861,61.60870184,5299.684029,354.6257078,75.83373261,34.01052542
India,IND,South Asia,Lower middle income,2004,441.0647829," 1,126,135,777 ",1.025027608,49.72402461,2549.265918,453.0102057,64.4,22.61719
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2004,440.4319142," 35,074,931 ",0.217354469,82.27362614,1861.732531,127.869104,20.5392971,6.938538848
Tanzania,TZA,Sub-Saharan Africa,Low income,2004,430.49835," 38,249,984 ",0.114084492,91.72749633,1495.394346,77.98696073,11.4,56.80740574
Togo,TGO,Sub-Saharan Africa,Low income,2004,420.4509524," 5,534,598 ",0.252435136,76.14208296,990.5722639,106.0600969,24.75601578,7.464607465
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2004,413.5154493," 16,959,081 ",0.23330822,85.46386407,2457.351516,195.7653248,47.1,44.92394914
